level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
10,5972,16984,2017,22757,Poway,CA,3C4PDCBG7HT511606,Dodge,JourneySXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4PDCBG*HT,U.S.,DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2017,TOLUCA,JC,SXT,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,STATE OF MEXICO,,Body Style: Hatchback Tall,,25495,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,113.80,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,,,FWD/Front-Wheel Drive,2,,Hydraulic,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,,211.0331,Gasoline,,V-Shaped,,,283,,,,,No,,FCA,,Manual,Active Seat Belt,,,1st Row (Driver and Passenger),,All Rows,Standard,Standard,Standard,Direct,,Standard,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
11,5973,12000,2015,39416,Modesto,CA,1C3CDFBB7FD227078,Dodge,DartSXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1C3CDFBB*FD,,DODGE,FCA US LLC,Dart,2015,BELVIDERE,,SXT,PASSENGER CAR,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,5974,23900,2016,37774,Costa Mesa,CA,2C3CDXCT5GH222608,Dodge,ChargerRT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDXCT*GH,,DODGE,FCA CANADA INC.,Charger,2016,BRAMPTON,LD,R/T,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,8,5700.0,347.83534133997,5.7,,,,Gasoline,,V-Shaped,,,,,,,"Sales Code - EZC,EZH",No,,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
13,5975,11888,2015,39418,Tracy,CA,1C3CDFBB3FD336654,Dodge,DartSXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1C3CDFBB*FD,,DODGE,FCA US LLC,Dart,2015,BELVIDERE,,SXT,PASSENGER CAR,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
14,5976,23977,2016,28772,El Cajon,CA,2C3CDXCT0GH185998,Dodge,ChargerRT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDXCT*GH,,DODGE,FCA CANADA INC.,Charger,2016,BRAMPTON,LD,R/T,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,8,5700.0,347.83534133997,5.7,,,,Gasoline,,V-Shaped,,,,,,,"Sales Code - EZC,EZH",No,,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
15,5977,11999,2014,23904,Fullerton,CA,1C3CDFBBXED868014,Dodge,DartSXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1C3CDFBB*ED,,DODGE,FCA US LLC,Dart,2014,BELVIDERE,,SXT,PASSENGER CAR,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code: ED3,ED6,ED7,EDG",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
16,5978,12992,2016,39159,Folsom,CA,1C3CDFBA8GD635095,Dodge,DartSXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1C3CDFBA*GD,,DODGE,FCA US LLC,Dart,2016,BELVIDERE,PF,SXT,PASSENGER CAR,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000.0,122.04748818946,2.0,,,,Gasoline,,In-Line,,,,,,,Sales Code - ECK,No,,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
17,5979,14498,2015,26965,Playa Vista,CA,3C4PDCAB9FT538454,Dodge,JourneySE,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4PDCAB*FT,,DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2015,TOLUCA,,SE,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,STATE OF MEXICO,,Body Style: Hatchback Tall,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",No,,,,Manual,Active Seat Belt,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
18,5980,16991,2015,39733,Costa Mesa,CA,2C3CDZAG7FH888546,Dodge,ChallengerSXT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDZAG*FH,,DODGE,FCA CANADA INC.,Challenger,2015,BRAMPTON,,SXT,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,,,Gasoline,,,,,,,,,Sales Code: ERB,No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
19,5981,14004,2015,28982,Tracy,CA,3C4PDCAB3FT602830,Dodge,JourneySE,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4PDCAB*FT,,DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2015,TOLUCA,,SE,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,STATE OF MEXICO,,Body Style: Hatchback Tall,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",No,,,,Manual,Active Seat Belt,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
20,5982,27487,2017,10910,Poway,CA,2C3CDXCT4HH572166,Dodge,ChargerR/T,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDXCT*HH,,DODGE,FCA CANADA INC.,Charger,2017,BRAMPTON,LD,R/T,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,,,,34895,,Sedan/Saloon,4,,,,,,,120.2,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,20,20,,Left-Hand Drive (LHD),5,2,,,RWD/Rear-Wheel Drive,2,,,,,,,,,,,,,,,,,,8,5700.0,347.83534133997,5.7,,,275.9090,Gasoline,,V-Shaped,,,370,,,,,,150,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,Standard,Standard,Standard,Direct,Rear Park Assist: Standard,Standard,,,Standard,,,Optional,Optional,Optional,Optional,Optional,Optional,Optional,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,Optional,,,,
21,5983,16893,2016,3368,Tracy,CA,3C4PDCAB3GT249510,Dodge,JourneyFWD,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4PDCAB*GT,,DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2016,TOLUCA,JC,SE,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,STATE OF MEXICO,,Body Style: Hatchback Tall,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,,Gasoline,,,,,,,,,"Sales Code : ED3,ED7,EDD,EDE,ED6,ED8",No,,,,Manual,Active Seat Belt,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
22,5984,23999,2016,39177,Lodi,CA,2C3CDXCT6GH178568,Dodge,ChargerRT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDXCT*GH,,DODGE,FCA CANADA INC.,Charger,2016,BRAMPTON,LD,R/T,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,8,5700.0,347.83534133997,5.7,,,,Gasoline,,V-Shaped,,,,,,,"Sales Code - EZC,EZH",No,,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
