level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
10,17888,22645,2014,34627,South Gate,CA,JTHBE1BL1E5037574,Lexus,GS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBE1BL*E5,,LEXUS,TOYOTA MOTOR CORPORATION,GS,2014,TAHARA,GWL10L/GRL10L/GRL15L,350,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,4,2GR-FSE,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,,,,,PORT+DIRECT,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,17889,28000,2016,21245,MONTCLAIR,CA,JTHBA1D20G5004195,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBA1D2*G5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2016,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,200t,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,8AR-FTS,179.7137,Gasoline,,In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),241,,,,Engine Type : PORT + DIRECT,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,17890,28347,2016,17153,Montclair,CA,JTHBA1D21G5027100,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBA1D2*G5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2016,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,200t,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,8AR-FTS,179.7137,Gasoline,,In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),241,,,,Engine Type : PORT + DIRECT,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
13,17891,29998,2015,16987,La Habra,CA,JTHBF1D26F5032576,Lexus,IS,,1,,,1 - Check Digit (9th position) does not calculate properly,JTHBF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
14,17892,30000,2015,24001,Escondido,CA,JTHBF1D28F5050535,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
15,17893,29497,2015,38864,Torrance,CA,JTHBF1D29F5064458,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
16,17894,28880,2015,35441,Pleasanton,CA,JTHBF1D22F5058906,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
17,17895,28989,2016,14778,Cerritos,CA,JTHBA1D29G5028866,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBA1D2*G5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2016,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,200t,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,8AR-FTS,179.7137,Gasoline,,In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),241,,,,Engine Type : PORT + DIRECT,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
18,17896,29882,2015,37276,Fremont,CA,JTHBF1D25F5043980,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
19,17897,27881,2014,33204,Fremont,CA,JTHBW1GGXE2071510,Lexus,ES,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBW1GG*E2,,LEXUS,TOYOTA MOTOR CORPORATION,ES,2014,MIYAWAKA,GSV40L/AVV60L,300h,PASSENGER CAR,JAPAN,"Toyota Motor Kyushu, Inc.",FUKUOKA,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,"2AR-FXE, 2JM",,Gasoline,,In-Line,Electric,Multipoint Fuel Injection (MPFI),,,,Strong HEV (Hybrid Electric Vehicle),"Engine Type: GASOLINE(Hybrid), PORT, L4",,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
20,17898,26999,2016,36472,Merced,CA,JTHBA1D21G5006831,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHBA1D2*G5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2016,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,200t,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,8AR-FTS,179.7137,Gasoline,,In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),241,,,,Engine Type : PORT + DIRECT,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
21,17899,29989,2015,23646,Cerritos,CA,JTHCF1D24F5018699,Lexus,IS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHCF1D2*F5,,LEXUS,TOYOTA MOTOR CORPORATION,IS,2015,TAHARA,ASE30L/GSE31L/GSE36L/GSE37L,250,PASSENGER CAR,JAPAN,Toyota Motor Corporation,AICHI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,,,,,,6,2499,152.55936023683,2.5,,4GR-FSE,175.9852,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,236,Water,317,,,,,Toyota,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
22,17900,28488,2016,8041,Pleasanton,CA,JTHKD5BH9G2274274,Lexus,CT,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTHKD5BH*G2,,LEXUS,TOYOTA MOTOR CORPORATION,CT,2016,MIYAWAKA,ZWA10L,,PASSENGER CAR,JAPAN,"Toyota Motor Kyushu, Inc.",FUKUOKA,,200h,,,,Hatchback/Liftback/Notchback,5,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,2ZR-FXE+3JM,99.9238,Gasoline,Dual Overhead Cam (DOHC),In-Line,Electric,,134,,,Strong HEV (Hybrid Electric Vehicle),,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
