level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
10,10,17497,2015,21098,Roseville,CA,19VDE1F3XFE010263,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,11,16999,2015,18386,West Covina,CA,19VDE1F50FE005011,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F5*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20 Premium,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,122,1.999221808,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,12,15499,2015,36830,Montclair,CA,19VDE1F34FE010145,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
13,13,17000,2014,23453,Modesto,CA,19VDE1F33EE014041,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*EE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2014,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
14,14,17500,2015,35388,Pasadena,CA,19VDE1F30FE001300,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
15,15,16987,2014,30075,Corona,CA,19VDE1F54EE013353,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F5*EE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2014,GREENSBURG,,20 Premium,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
16,16,18189,2015,22646,San Jose,CA,19VDE1F3XFE003863,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
17,17,17500,2015,36843,Pasadena,CA,19VDE1F37FE002170,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
18,18,16994,2015,33871,Palo Alto,CA,19VDE1F33FE001176,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
19,19,17500,2015,39201,Pasadena,CA,19VDE1F35FE006184,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F3*FE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2015,GREENSBURG,,20,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,Side Curtain Air bag (Rr outer positions). Seat Belt (Rr center position).,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
20,20,16988,2014,30698,City of Industry,CA,19VDE1F71EE012534,Acura,ILX5-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE1F7*EE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2014,GREENSBURG,,20 Tech,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,5,,,,,,,,,,,,,,,,,,,,4,1997,121.9,1.9975831016,,R20A5,111.8550,Gasoline,Single Overhead Cam (SOHC),In-Line,,,150,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
21,21,18425,2014,13303,Torrance,CA,19VDE2E58EE000029,Acura,ILX6-Speed,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,19VDE2E5*EE,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2014,GREENSBURG,,24 Premium,PASSENGER CAR,UNITED STATES (USA),,INDIANA,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Manual/Standard,6,,,,,,,,,,,,,,,,,,,,4,2354,144,2.4,,K24Z7,149.8857,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,201,Water,205,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
