level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,28801,15788,2016,27370,Pasadena,CA,3VWD17AJ5GM259747,Volkswagen,Jetta,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VWD17AJ*GM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2016,PUEBLA,1.8T Sport,,PASSENGER CAR,MEXICO,,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,6,,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,,126.7690,Gasoline,,,,,170,,,,Fuel: Gas (50-St); Emissions Certification Test Group: GVGAV02.0VPD; Federal / California Emission Standard: PZEV II / Bin 3,,,Volkswagen,,Manual,Advanced Front Airbags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,28802,18950,2016,10707,Thousand Oaks,CA,1VWAT7A3XGC030318,Volkswagen,Passat4dr,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1VWAT7A3*GC,,VOLKSWAGEN,"VOLKSWAGEN GROUP OF AMERICA, INC.",Passat,2016,CHATTANOOGA,1.8T R-Line,,PASSENGER CAR,UNITED STATES (USA),,TENNESSEE,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,,126.7690,Gasoline,,,,,170,,,,T.G. (Emissions Certification Test Group): GVGAV02.0VPD PZEV II / Bin 3,,,Volkswagen,,Manual,Advanced Front Airbags,,,1st Row (Driver and Passenger),,,,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
2,28803,23500,2015,23162,Oakland,CA,3VW4T7AU6FM022087,Volkswagen,Golf,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VW4T7AU*FM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,GTI,2015,PUEBLA,,,PASSENGER CAR,MEXICO,,,,,,,,Hatchback/Liftback/Notchback,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,6,,,,,,,,,,,,,,,,,,,,4,1984.00,121.07110828394,1.9840000,,,156.597000,Gasoline,,,,,210.00,,,,Fuel: Gas (50-St); Federal / California Emission Standard: BIN 3 / PZEV; Emissions Certification Test Group: FVGAV02.0APA,,,Volkswagen,,Manual,Restraint System: Active - Driver/Passenger; Advanced Front Air Bags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
3,28804,16777,2017,659,Cerritos,CA,3VW167AJ9HM245369,Volkswagen,Jetta1.4T,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VW167AJ*HM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2017,PUEBLA,1.4 TSI S,,PASSENGER CAR,MEXICO,,,,,,17895,,Sedan/Saloon,4,,,,,,,104.4,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,16,16,,Left-Hand Drive (LHD),5,2,Manual/Standard,5,FWD/Front-Wheel Drive,2,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,111.8550,Gasoline,,,,,150,,,,Gasoline(50-st);Emissions Certification Test Group:HVGAV01.4VUP  Federal/California Emission Standard:IntT3 Bin 125/ULEV II,,130,VW,,Manual,Advanced Front Airbags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
4,28805,17977,2014,34717,Carlsbad,CA,WVWBP7AN1EE535680,Volkswagen,CC4dr,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,WVWBP7AN*EE,,VOLKSWAGEN,VOLKSWAGEN AG,CC,2014,EMDEN,"Sport, Sport Plus",,PASSENGER CAR,GERMANY,,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,,,,,,,,,,,,,,,,,,,,,4,1984,121.071108283,1.984000,,,149.140000,Gasoline,,,,,200.00,,,,Fuel: GAS (50-St); Federal / California Emission Standard: BIN 3 / PZEV; Emissions Certification Test Group: EVWXV02.03PA,,,Volkswagen,,,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
6,28807,15995,2015,33500,Pasadena,CA,1VWAT7A33FC096451,Volkswagen,Passat4dr,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1VWAT7A3*FC,,VOLKSWAGEN,"VOLKSWAGEN GROUP OF AMERICA, INC.",Passat,2015,CHATTANOOGA,S,,PASSENGER CAR,UNITED STATES (USA),,TENNESSEE,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1798.00,109.72069188232,1.7980000,,,126.769000,Gasoline,,,,,170.00,,,,Fuel: Gas (50-St); Federal / California Emission Standard: BIN 3 / PZEV; Emissions Certification Test Group: FVGAV02.0VPD,,,Volkswagen,,Manual,Restraint System: Active - Driver/Passenger; Advanced Front Air Bags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,28808,17950,2016,7212,Thousand Oaks,CA,3VW267AJ1GM342441,Volkswagen,Jetta,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VW267AJ*GM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2016,PUEBLA,1.4T S,,PASSENGER CAR,MEXICO,,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,6,,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,111.8550,Gasoline,,,,,150,,,,Fuel: Gas (50-St); Emissions Certification Test Group: GVGAV01.4VUP; Federal / California Emission Standard: ULEV II / Bin 5,,,Volkswagen,,Manual,Advanced Front Airbags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,28809,15888,2017,7987,Huntington Beach,CA,3VW2B7AJ4HM259700,Volkswagen,Jetta1.4T,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VW2B7AJ*HM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2017,PUEBLA,1.4 TSI S,,PASSENGER CAR,MEXICO,,,,,,17895,,Sedan/Saloon,4,,,,,,,104.4,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,16,16,,Left-Hand Drive (LHD),5,2,Automatic,6,FWD/Front-Wheel Drive,2,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,111.8550,Gasoline,,,,,150,,,,Gasoline(50-st);Emissions Certification Test Group:HVGAV01.4V7P  Federal/California Emission Standard: Bin 70/ULEV 70,,130,VW,,Manual,Advanced Front Airbags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
9,28810,16988,2015,10392,Chico,CA,3VWLA7AJ8FM314296,Volkswagen,Jetta,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VWLA7AJ*FM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2015,PUEBLA,1.8T SEL/TDI,,PASSENGER CAR,MEXICO,,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,6,,,,,,,,,,,,,,,,,,,,4,1968.00,120.09472837843,1.9680000,,,111.855000,Diesel,,,,,150.00,,,,Fuel: Diesel (50-St); Federal / California Emission Standard: BIN 5 / ULEV125; Emissions Certification Test Group: FVGAV02.0VAL,,,Volkswagen,,Manual,Restraint System: Active - Driver/Passenger; Advanced Front Air Bags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
10,28811,16900,2017,1461,San Francisco,CA,3VWDB7AJ5HM239867,Volkswagen,Jetta1.4T,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3VWDB7AJ*HM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2017,PUEBLA,1.4 TSI SE,,PASSENGER CAR,MEXICO,,,,,,20895,,Sedan/Saloon,4,,,,,,,104.40,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,16,16,,Left-Hand Drive (LHD),5,2,Automatic,6,FWD/Front-Wheel Drive,2,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,111.8550,Gasoline,,,,,150,,,,Gasoline(50-st);Emissions Certification Test Group:HVGAV01.4V7P  Federal/California Emission Standard: Bin 70/ULEV 70,,130,VW,,Manual,Advanced Front Airbags,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,Standard,,,,,Standard,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
