level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
10,6965,15495,2017,3122,Carlsbad,CA,3C3CFFKR9HT526270,FIAT,500Pop,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C3CFFKR*HT,,FIAT,CHRYSLER DE MEXICO TOLUCA,500,2017,TOLUCA,,"Pop (US), Easy (Mex)",PASSENGER CAR,MEXICO,Toluca Assembly,STATE OF MEXICO,,,,,,Hatchback/Liftback/Notchback,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,75.3157,Gasoline,,In-Line,,,101,,,,,,,FCA,,Manual,,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,6966,15469,2016,16228,Ventura,CA,ZFBCFADH4GZ037966,FIAT,500LTrekking,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFADH*GZ,,FIAT,FCA ITALY S.P.A.,500L,2016,KRAGUJEVAC,,TREKKING,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,Body Type: Compact Minivan,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,6967,13258,2014,22361,Cathedral City,CA,ZFBCFACH3EZ014659,FIAT,500LLounge,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFACH*EZ,,FIAT,FCA ITALY S.P.A.,500L,2014,KRAGUJEVAC,,LOUNGE,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,330A1047,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
13,6968,10995,2014,39838,Bloomington,CA,ZFBCFABH5EZ018956,FIAT,500LEasy,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFABH*EZ,,FIAT,FCA ITALY S.P.A.,500L,2014,KRAGUJEVAC,,EASY,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,330A1047,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
14,6969,12997,2015,11,Los Angeles,CA,3C3CFFDR6FT647865,FIAT,500cPop,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C3CFFDR*FT,,FIAT,CHRYSLER DE MEXICO TOLUCA,500,2015,TOLUCA,,Pop,PASSENGER CAR,MEXICO,Toluca Assembly,STATE OF MEXICO,,,,,,Convertible/Cabriolet,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,,Gasoline,,,,,,,,,"Sales Code: EAB,EAC,EAE,EAJ,EAK",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
15,6970,15896,2016,8714,Costa Mesa,CA,ZFBCFADH7GZ037685,FIAT,500LUrbana,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFADH*GZ,,FIAT,FCA ITALY S.P.A.,500L,2016,KRAGUJEVAC,,TREKKING,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,Body Type: Compact Minivan,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
16,6971,11000,2014,29171,Van Nuys,CA,3C3CFFBR1ET300994,FIAT,500Sport,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C3CFFBR*ET,,FIAT,CHRYSLER DE MEXICO TOLUCA,500,2014,TOLUCA,,Sport,PASSENGER CAR,MEXICO,Toluca Assembly,STATE OF MEXICO,,,,,,Hatchback/Liftback/Notchback,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,,Gasoline,,,,,,,,,"Sales Code: EAB,EAC,EAE,EAJ,EAK",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
17,6972,15656,2016,12453,Costa Mesa,CA,ZFBCFADHXGZ037664,FIAT,500LUrbana,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFADH*GZ,,FIAT,FCA ITALY S.P.A.,500L,2016,KRAGUJEVAC,,TREKKING,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,Body Type: Compact Minivan,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
18,6973,11250,2015,36045,Van Nuys,CA,3C3CFFBR7FT508282,FIAT,500Sport,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C3CFFBR*FT,,FIAT,CHRYSLER DE MEXICO TOLUCA,500,2015,TOLUCA,,Sport,PASSENGER CAR,MEXICO,Toluca Assembly,STATE OF MEXICO,,,,,,Hatchback/Liftback/Notchback,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,,Gasoline,,,,,,,,,"Sales Code: EAB,EAC,EAE,EAJ,EAK",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
19,6974,13991,2014,16787,Los Angeles,CA,ZFBCFADHXEZ006220,FIAT,500LTrekking,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFADH*EZ,,FIAT,FCA ITALY S.P.A.,500L,2014,KRAGUJEVAC,,TREKKING,MULTIPURPOSE PASSENGER VEHICLE (MPV),SERBIA,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,330A1047,123.0405,Gasoline,,,,,165,,,,,Yes,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
20,6975,21995,2017,11110,Victorville,CA,ZFBCFXDB5HP515887,FIAT,500XLounge,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,ZFBCFXDB*HP,,FIAT,FCA ITALY S.P.A.,500X,2017,MELFI,,LOUNGE,MULTIPURPOSE PASSENGER VEHICLE (MPV),ITALY,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,101.2,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),5,2,Automatic,9,FWD/Front-Wheel Drive,2,,Hydraulic,,,,,,,,,,,,,,,,4,2400.0,146.45698582735,2.4,,,134.2260,Gasoline,,,,,180,,,,,No,,,Yes,Manual,Active Seatbelts.,,,1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,Standard,Standard,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
21,6976,11250,2015,39313,Van Nuys,CA,3C3CFFBR9FT545608,FIAT,500Sport,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3C3CFFBR*FT,,FIAT,CHRYSLER DE MEXICO TOLUCA,500,2015,TOLUCA,,Sport,PASSENGER CAR,MEXICO,Toluca Assembly,STATE OF MEXICO,,,,,,Hatchback/Liftback/Notchback,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Left-Hand Drive (LHD),,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1400.0,85.43324173262,1.4,,,,Gasoline,,,,,,,,,"Sales Code: EAB,EAC,EAE,EAJ,EAK",No,,,,Manual,Active Seat Belt at all Seating Position; Front Air Bags at Outboard Seating Position,,,1st Row (Driver and Passenger),,All Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
