level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
10,11930,20498,2015,16625,Vallejo,CA,1HGCR2F59FA162506,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F5*FA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2015,MARYSVILLE,SPORT,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,,,,,,,,,,,,,,,,,,,,4,2356,144,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,11931,19888,2015,23737,Lancaster,CA,1HGCR2F51FA210872,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F5*FA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2015,MARYSVILLE,SPORT,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,,,,,,,,,,,,,,,,,,,,4,2356,144,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,11932,23250,2017,10922,Citrus Heights,CA,1HGCR2F63HA027047,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F6*HA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2017,MARYSVILLE,Sport,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,Honda Sensing,,25215.00,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,109.30,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,19,19,,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),,4x2,2,,,,,,,,,,,,,,,,,,4,2356,143.771941087,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,155,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
13,11933,20599,2015,9923,Yuba City,CA,2HGFG3B0XFH514979,Honda,Civic,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2HGFG3B0*FH,,HONDA,"HONDA OF CANADA MFG., INC.",Civic,2015,ALLISTON,EX-L,,PASSENGER CAR,CANADA,,ONTARIO,,,,,,Coupe,2,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,,,,,,,,,,,,,,,,,,,,4,1802.577040,110,1.802577040,,R18Z1,106.6351,Gasoline,Single Overhead Cam (SOHC),In-Line,,,143,,,,,,,,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
14,11934,22991,2017,16025,San Bruno,CA,1HGCR2F53HA010921,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F5*HA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2017,MARYSVILLE,Sport,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,25215.00,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,109.30,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,19,19,,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),,4x2,2,,,,,,,,,,,,,,,,,,4,2356,143.771941087,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,155,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
15,11935,24989,2017,4426,Pittsburg,CA,2HGFC1F82HH632575,Honda,Civic,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2HGFC1F8*HH,,HONDA,"HONDA OF CANADA MFG., INC.",Civic,2017,ALLISTON,EX-L Honda Sensing,,PASSENGER CAR,CANADA,,ONTARIO,,,,,,Sedan/Saloon,4,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,4x2,,,,,,,,,,,,,,,,,,,4,1496,91.291521165,1.5,4,L15B7,129.7518,Gasoline,Dual Overhead Cam (DOHC),In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),174,Water,,,,Yes,,Honda,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
16,11936,18992,2014,32163,Costa Mesa,CA,2HGFG4A52EH700047,Honda,Civic,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2HGFG4A5*EH,,HONDA,"HONDA OF CANADA MFG., INC.",Civic,2014,ALLISTON,Si,,PASSENGER CAR,CANADA,,ONTARIO,,,,,,Coupe,2,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,5,,Manual/Standard,6,,,,,,,,,,,,,,,,,,,,4,2354,144,2.4,,K24Z7,152.8685,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,205,Water,205,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
17,11937,16650,2015,22018,Fontana,CA,1HGCT1B30FA003597,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCT1B3*FA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2015,MARYSVILLE,LX-S,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,,,Coupe,2,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,,,,,,,,,,,,,,,,,,,,4,2356,144,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
18,11938,19445,2015,31429,Victorville,CA,1HGCR2F73FA030374,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F7*FA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2015,MARYSVILLE,EX,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,,,,,,,,,,,,,,,,,,,,4,2356,144,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
19,11939,22500,2017,14699,Hemet,CA,1HGCR2F5XHA127203,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F5*HA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2017,MARYSVILLE,Sport,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,25215.00,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,109.30,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,19,19,,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),,4x2,2,,,,,,,,,,,,,,,,,,4,2356,143.771941087,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,155,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
20,11940,21888,2016,9295,Lancaster,CA,1HGCR2F58GA179931,Honda,Accord,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F5*GA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2016,MARYSVILLE,Sport,,PASSENGER CAR,UNITED STATES (USA),,OHIO,,,,,,Sedan/Saloon,4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Continuously Variable Transmission (CVT),,4x2,,,,,,,,,,,,,,,,,,,4,2356,144,2.4,,K24W1,137.9545,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,185,Water,,,,,,Honda,,Manual,"seat belts: front, rear, rear center",1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Indirect,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
